NomenCode,Reporter_ISO_N,Year,ProductCode,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,Nbr_NA_Lines,Nbr_Free_Lines,Nbr_AVE_Lines,Nbr_Dutiable_Lines,TotalNoOfValidLines,TotalNoOfLines
H5,918,2021,010121,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H5,918,2021,010129,     11.50,      0.00,     11.50,      5.75,0,1,0,1,2,2
H5,918,2021,010130,      7.70,      7.70,      7.70,      7.70,0,0,0,1,1,1
H5,918,2021,010190,     10.90,     10.90,     10.90,     10.90,0,0,0,1,1,1
H5,918,2021,010221,      0.00,      0.00,      0.00,      0.00,0,3,0,0,3,3
H5,918,2021,010229,      0.00,      0.00,      0.00,      0.00,41,1,0,0,1,42
H5,918,2021,010231,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H5,918,2021,010239,      0.00,      0.00,      0.00,      0.00,2,1,0,0,1,3
H5,918,2021,010290,      0.00,      0.00,      0.00,      0.00,2,2,0,0,2,4
H5,918,2021,010310,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H5,918,2021,010391,      0.00,      0.00,      0.00,      0.00,1,1,0,0,1,2
H5,918,2021,010392,      0.00,      0.00,      0.00,      0.00,2,1,0,0,1,3
H5,918,2021,010410,      0.00,      0.00,      0.00,      0.00,2,1,0,0,1,3
H5,918,2021,010420,      3.20,      3.20,      3.20,      3.20,1,0,0,1,1,2
H5,918,2021,010511,,,,,4,0,0,0,0,4
H5,918,2021,010512,,,,,1,0,0,0,0,1
H5,918,2021,010513,,,,,1,0,0,0,0,1
H5,918,2021,010514,,,,,1,0,0,0,0,1
H5,918,2021,010515,,,,,1,0,0,0,0,1
H5,918,2021,010594,,,,,1,0,0,0,0,1
H5,918,2021,010599,,,,,4,0,0,0,0,4
H5,918,2021,010611,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H5,918,2021,010612,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H5,918,2021,010613,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H5,918,2021,010614,      3.80,      0.00,      3.80,      1.90,0,1,0,1,2,2
H5,918,2021,010619,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H5,918,2021,010620,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H5,918,2021,010631,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H5,918,2021,010632,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H5,918,2021,010633,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
