NomenCode,Reporter_ISO_N,Year,ProductCode,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,Nbr_NA_Lines,Nbr_Free_Lines,Nbr_AVE_Lines,Nbr_Dutiable_Lines,TotalNoOfValidLines,TotalNoOfLines
H1,918,1998,010111,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H1,918,1998,010119,     15.00,      1.30,     13.70,      7.50,0,0,0,2,2,2
H1,918,1998,010120,     22.00,      9.10,     12.90,     11.00,0,0,0,2,2,2
H1,918,1998,010210,      0.00,      0.00,      0.00,      0.00,0,3,0,0,3,3
H1,918,1998,010290,      0.00,      0.00,      0.00,      0.00,42,1,0,0,1,43
H1,918,1998,010310,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H1,918,1998,010391,      0.00,      0.00,      0.00,      0.00,1,1,0,0,1,2
H1,918,1998,010392,      0.00,      0.00,      0.00,      0.00,2,1,0,0,1,3
H1,918,1998,010410,      0.00,      0.00,      0.00,      0.00,2,1,0,0,1,3
H1,918,1998,010420,      3.80,      3.80,      3.80,      3.80,1,0,0,1,1,2
H1,918,1998,010511,,,,,4,0,0,0,0,4
H1,918,1998,010512,,,,,1,0,0,0,0,1
H1,918,1998,010519,,,,,2,0,0,0,0,2
H1,918,1998,010592,,,,,1,0,0,0,0,1
H1,918,1998,010593,,,,,1,0,0,0,0,1
H1,918,1998,010599,,,,,4,0,0,0,0,4
H1,918,1998,010600,     12.10,      0.00,      7.60,      4.03,0,1,0,2,3,3
H1,918,1998,020110,,,,,3,0,0,0,0,3
H1,918,1998,020120,,,,,11,0,0,0,0,11
H1,918,1998,020130,,,,,2,0,0,0,0,2
H1,918,1998,020210,,,,,2,0,0,0,0,2
H1,918,1998,020220,,,,,11,0,0,0,0,11
H1,918,1998,020230,,,,,22,0,0,0,0,22
H1,918,1998,020311,      1.00,      1.00,      1.00,      1.00,1,0,0,1,1,2
H1,918,1998,020312,      1.00,      1.00,      1.00,      1.00,2,0,0,1,1,3
H1,918,1998,020319,      1.00,      1.00,      1.00,      1.00,9,0,0,1,1,10
H1,918,1998,020321,      1.00,      1.00,      1.00,      1.00,1,0,0,1,1,2
H1,918,1998,020322,      1.00,      1.00,      1.00,      1.00,2,0,0,1,1,3
H1,918,1998,020329,      1.00,      1.00,      1.00,      1.00,9,0,0,1,1,10
H1,918,1998,020410,,,,,2,0,0,0,0,2
H1,918,1998,020421,,,,,2,0,0,0,0,2
H1,918,1998,020422,,,,,8,0,0,0,0,8
H1,918,1998,020423,,,,,2,0,0,0,0,2
H1,918,1998,020430,,,,,2,0,0,0,0,2
H1,918,1998,020441,,,,,2,0,0,0,0,2
H1,918,1998,020442,,,,,8,0,0,0,0,8
H1,918,1998,020443,,,,,4,0,0,0,0,4
H1,918,1998,020450,,,,,12,0,0,0,0,12
H1,918,1998,020500,      6.10,      6.10,      6.10,      6.10,0,0,0,1,1,1
H1,918,1998,020610,      3.60,      0.00,      2.30,      1.20,2,1,0,2,3,5
H1,918,1998,020621,      1.30,      1.30,      1.30,      1.30,0,0,0,1,1,1
H1,918,1998,020622,      2.30,      0.00,      2.30,      1.15,0,1,0,1,2,2
H1,918,1998,020629,      1.30,      0.00,      1.30,      0.65,15,1,0,1,2,17
H1,918,1998,020630,      4.60,      0.00,      2.30,      1.15,0,1,0,3,4,4
H1,918,1998,020641,      3.30,      0.00,      2.30,      1.10,0,1,0,2,3,3
H1,918,1998,020649,      2.30,      0.00,      1.30,      0.77,0,1,0,2,3,3
H1,918,1998,020680,      8.60,      0.00,      7.60,      2.87,0,1,0,2,3,3
