NomenCode,Reporter_ISO_N,Year,ProductCode,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,Nbr_NA_Lines,Nbr_Free_Lines,Nbr_AVE_Lines,Nbr_Dutiable_Lines,TotalNoOfValidLines,TotalNoOfLines
H0,918,1993,010111,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H0,918,1993,010119,     27.00,      4.00,     23.00,     13.50,0,0,0,2,2,2
H0,918,1993,010120,     29.00,     12.00,     17.00,     14.50,0,0,0,2,2,2
H0,918,1993,010210,      0.00,      0.00,      0.00,      0.00,0,3,0,0,3,3
H0,918,1993,010290,      0.00,      0.00,      0.00,      0.00,11,1,0,0,1,12
H0,918,1993,010310,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H0,918,1993,010391,      0.00,      0.00,      0.00,      0.00,1,1,0,0,1,2
H0,918,1993,010392,      0.00,      0.00,      0.00,      0.00,2,1,0,0,1,3
H0,918,1993,010410,      0.00,      0.00,      0.00,      0.00,2,1,0,0,1,3
H0,918,1993,010420,      5.00,      5.00,      5.00,      5.00,1,0,0,1,1,2
H0,918,1993,010511,,,,,4,0,0,0,0,4
H0,918,1993,010519,,,,,2,0,0,0,0,2
H0,918,1993,010591,,,,,1,0,0,0,0,1
H0,918,1993,010599,,,,,4,0,0,0,0,4
H0,918,1993,010600,     16.00,      0.00,     10.00,      5.33,0,1,0,2,3,3
H0,918,1993,020110,,,,,1,0,0,0,0,1
H0,918,1993,020120,,,,,4,0,0,0,0,4
H0,918,1993,020130,,,,,1,0,0,0,0,1
H0,918,1993,020210,,,,,1,0,0,0,0,1
H0,918,1993,020220,,,,,4,0,0,0,0,4
H0,918,1993,020230,,,,,3,0,0,0,0,3
H0,918,1993,020311,      3.00,      3.00,      3.00,      3.00,1,0,0,1,1,2
H0,918,1993,020312,      3.00,      3.00,      3.00,      3.00,2,0,0,1,1,3
H0,918,1993,020319,      3.00,      3.00,      3.00,      3.00,5,0,0,1,1,6
H0,918,1993,020321,      7.00,      7.00,      7.00,      7.00,1,0,0,1,1,2
