NomenCode,Reporter_ISO_N,Year,ProductCode,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,Nbr_NA_Lines,Nbr_Free_Lines,Nbr_AVE_Lines,Nbr_Dutiable_Lines,TotalNoOfValidLines,TotalNoOfLines
H0,918,1995,010111,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H0,918,1995,010119,     20.20,      3.30,     16.90,     10.10,0,0,0,2,2,2
H0,918,1995,010120,     27.30,     11.30,     16.00,     13.65,0,0,0,2,2,2
H0,918,1995,010210,      0.00,      0.00,      0.00,      0.00,0,3,0,0,3,3
H0,918,1995,010290,      0.00,      0.00,      0.00,      0.00,11,1,0,0,1,12
H0,918,1995,010310,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H0,918,1995,010391,      0.00,      0.00,      0.00,      0.00,1,1,0,0,1,2
H0,918,1995,010392,      0.00,      0.00,      0.00,      0.00,2,1,0,0,1,3
H0,918,1995,010410,      0.00,      0.00,      0.00,      0.00,2,1,0,0,1,3
H0,918,1995,010420,      4.70,      4.70,      4.70,      4.70,1,0,0,1,1,2
H0,918,1995,010511,,,,,4,0,0,0,0,4
H0,918,1995,010519,,,,,2,0,0,0,0,2
H0,918,1995,010591,,,,,1,0,0,0,0,1
H0,918,1995,010599,,,,,4,0,0,0,0,4
H0,918,1995,010600,     15.00,      0.00,      9.40,      5.00,0,1,0,2,3,3
H0,918,1995,020110,,,,,1,0,0,0,0,1
H0,918,1995,020120,,,,,4,0,0,0,0,4
H0,918,1995,020130,,,,,1,0,0,0,0,1
H0,918,1995,020210,,,,,1,0,0,0,0,1
H0,918,1995,020220,,,,,4,0,0,0,0,4
H0,918,1995,020230,,,,,3,0,0,0,0,3
H0,918,1995,020311,      2.50,      2.50,      2.50,      2.50,1,0,0,1,1,2
H0,918,1995,020312,      2.50,      2.50,      2.50,      2.50,2,0,0,1,1,3
H0,918,1995,020319,      2.50,      2.50,      2.50,      2.50,5,0,0,1,1,6
H0,918,1995,020321,      2.50,      2.50,      2.50,      2.50,1,0,0,1,1,2
H0,918,1995,020322,      2.50,      2.50,      2.50,      2.50,2,0,0,1,1,3
H0,918,1995,020329,      2.50,      2.50,      2.50,      2.50,5,0,0,1,1,6
H0,918,1995,020410,,,,,1,0,0,0,0,1
H0,918,1995,020421,,,,,1,0,0,0,0,1
H0,918,1995,020422,,,,,4,0,0,0,0,4
H0,918,1995,020423,,,,,1,0,0,0,0,1
H0,918,1995,020430,,,,,1,0,0,0,0,1
H0,918,1995,020441,,,,,1,0,0,0,0,1
H0,918,1995,020442,,,,,4,0,0,0,0,4
H0,918,1995,020443,,,,,2,0,0,0,0,2
H0,918,1995,020450,,,,,12,0,0,0,0,12
H0,918,1995,020500,     22.50,      7.50,      7.50,      7.50,0,0,0,3,3,3
H0,918,1995,020610,      9.30,      0.00,      5.80,      3.10,1,1,0,2,3,4
H0,918,1995,020621,      3.50,      3.50,      3.50,      3.50,0,0,0,1,1,1
H0,918,1995,020622,      5.80,      0.00,      5.80,      2.90,0,1,0,1,2,2
H0,918,1995,020629,      3.30,      0.00,      3.30,      1.65,1,1,0,1,2,3
