Country Code,year,delta_tariff,delta_tariff_lag1,delta_Balance_paiements_lag1,delta_Emploi_lag1,delta_IPC_lag1,delta_Production volume_lag1,delta_PIB_lag1,delta_Taux_change_lag1,delta_Chômage_lag1,dep_k0
GRC,2019,0.010000000000000009,-0.1299999999999999,-0.8721051989435389,75.27499999999964,0.0012985995915903992,-0.7639747586072545,0.33758583620161675,-0.039782688743019934,-2.1000000000000014,0.09796653663474852
GRC,2020,-0.3600000000000001,0.010000000000000009,1.6175938038390352,83.07500000000027,-0.0011561141199907254,-0.1945444845959443,0.09796653663474852,0.04602388604209795,-1.8583333333333982,
ITA,2002,-0.9199999999999999,0.96,0.4165418502986614,433.8250000000007,0.029685155585482015,-0.00622398662693513,-0.6600141952222598,0.031535018206160004,-1.0416666666666714,-2.0059115245765415
ITA,2003,0.06999999999999984,-0.9199999999999999,-0.6067218877892696,313.97499999999854,0.01959944645748868,0.2839191609803038,-2.0059115245765415,-0.05556595551550991,-0.5333333333333297,-1.3991136200832346
ITA,2004,-0.2799999999999998,0.06999999999999984,-0.2828246594010208,226.4250000000029,0.028062190311986868,-0.26539226790595194,-1.3991136200832346,-0.175901916093541,-0.04166666666666963,3.096656392691466
ITA,2005,0.21999999999999975,-0.2799999999999998,0.2971815887629447,315.25,0.015683825902427895,1.4086773634148102,3.096656392691466,-0.08030112249246601,-0.3833333333333293,-0.6592963205295896
ITA,2006,-0.16000000000000014,0.21999999999999975,-0.41013552327862096,44.5,0.016599656097034288,-1.5601136060837746,-0.6592963205295896,-0.00024267915778097837,-0.26666666666667105,0.8588215449927413
ITA,2007,-0.05999999999999961,-0.16000000000000014,-0.6026721818438288,350.5249999999978,0.021417058923218324,4.395100355046893,0.8588215449927413,-0.007922194316820064,-0.9166666666666599,-0.20747828441754024
ITA,2008,-0.5200000000000002,-0.05999999999999961,0.09501399565164159,136.52500000000146,0.014803118559000072,4.234684071258641,-0.20747828441754024,-0.06621179361352492,-0.7166666666666694,
ITA,2012,-0.13000000000000012,-0.5399999999999998,0.49233901528672774,71.52500000000146,0.0398323142012007,-2.764229768169315,-0.7878620543827111,-0.03588476378693706,-0.03333333333334032,
ITA,2017,-0.1299999999999999,0.06999999999999984,1.1849191679890736,293.22499999999854,-0.0022704030061166947,0.930070926001477,0.333494997248703,0.0028298830070899728,-0.25,0.2602869117816948
ITA,2018,-0.1299999999999999,-0.1299999999999999,-0.02055254278579799,264.5,0.025191435627438086,2.0963758011269036,0.2602869117816948,-0.017174353025598,-0.4916666666666991,-0.6627941366560228
ITA,2019,0.010000000000000009,-0.1299999999999999,0.06345216248174967,192.04999999999927,0.010314939860121441,0.6855815131457703,-0.6627941366560228,-0.039782688743019934,-0.6583333333333012,-0.6555321213238147
ITA,2020,-0.3600000000000001,0.010000000000000009,0.669871240598737,145.57500000000073,0.0009547786766104238,-0.19813738012967974,-0.6555321213238147,0.04602388604209795,-0.6666666666666696,
JPN,1998,-0.16000000000000014,-1.2599999999999998,0.7109951873599918,708.3333333332994,0.03378078285770325,-5.481494638634871,-1.1612258448975716,12.179532032024,0.04999999999999982,
JPN,2002,-0.23000000000000043,1.2599999999999998,-0.6368128747202673,-342.5,-0.0070118070440354785,-3.561183933751124,-1.9686247369461207,13.649092738845994,0.3166666666666593,-2.21927505999477
JPN,2003,-0.28999999999999915,-0.23000000000000043,0.6041075573453272,-817.5,-0.011144184048786254,-2.750703782979514,-2.21927505999477,3.7711344001470053,0.34166666666667034,3.5996045121283577
JPN,2004,-1.2300000000000004,-0.28999999999999915,0.47512573131100533,-141.66666666659876,0.0035707690805537595,-0.7070728248492202,3.5996045121283577,-9.318610138653,-0.1166666666666698,0.35349123906986435
