,Country Name,Country Code,year,Balance des transactions courantes en pourcentage du PIB,Cours des actions,Emploi,"Importations de biens et services, volume",M3,Prix à la consommation,"Produit intérieur brut, volume",Taux de change nominal,Taux de chômage,tariff,tariff_lag1,delta_tariff
0,Argentina,ARG,1988,,,,,,,,0.0008752604166666,,,,
1,Argentina,ARG,1989,,,,,,,,0.0423339608333333,,,,
2,Argentina,ARG,1990,,,,,,,,0.487589083333333,,,,
3,Argentina,ARG,1991,,,,,,,,0.953554416666666,,,,
4,Argentina,ARG,1992,,,,,,,,0.990641666666667,,12.66,,
5,Argentina,ARG,1993,,,,,,,,0.9988957891932688,,12.53,12.66,-0.1300000000000007
6,Argentina,ARG,1994,,,,,,,,0.9989177368460224,,,12.53,
7,Argentina,ARG,1995,,,,,,,,1.0005431726826783,,8.34,,
8,Argentina,ARG,1996,,,,,,,,1.0000604494119616,,13.33,8.34,4.99
9,Argentina,ARG,1997,,,,,,,,0.9999848712284228,,13.93,13.33,0.5999999999999996
10,Argentina,ARG,1998,,,,,,,,0.99984180697355,,15.67,13.93,1.7400000000000002
11,Argentina,ARG,1999,,,,,,,,0.9995632209312654,,11.29,15.67,-4.380000000000001
12,Argentina,ARG,2000,,,,,,,,0.9996648468799932,,10.52,11.29,-0.7699999999999996
13,Argentina,ARG,2001,,,,,,,,1.0001709909985064,,9.25,10.52,-1.2699999999999996
14,Argentina,ARG,2002,,,,,,,,3.1137521112241404,,12.01,9.25,2.76
15,Argentina,ARG,2003,,,,,,,,2.929625122158038,,12.87,12.01,0.8599999999999994
16,Argentina,ARG,2004,,,,,,,,2.923079823732376,,5.96,12.87,-6.909999999999999
17,Argentina,ARG,2005,,,,,,,,2.9173848048137643,,5.22,5.96,-0.7400000000000002
18,Argentina,ARG,2006,2.8473640039751142,,,,,,,3.074382824850258,,5.49,5.22,0.2700000000000004
19,Argentina,ARG,2007,2.141894288879981,,,,,,,3.1156936234383665,,5.83,5.49,0.3399999999999998
20,Argentina,ARG,2008,1.4952052436536842,,,,,,,3.1624426618896706,,5.39,5.83,-0.4400000000000004
21,Argentina,ARG,2009,2.184561527618452,,,,,,,3.727916299148106,,5.93,5.39,0.54
22,Argentina,ARG,2010,-0.4345357890902619,,,,,,,3.9095094520160543,,5.99,5.93,0.0600000000000005
23,Argentina,ARG,2011,-1.0229305377740363,,,,,,,4.126047825805963,,5.68,5.99,-0.3100000000000005
