NomenCode,Reporter_ISO_N,Year,ProductCode,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,Nbr_NA_Lines,Nbr_Free_Lines,Nbr_AVE_Lines,Nbr_Dutiable_Lines,TotalNoOfValidLines,TotalNoOfLines
H0,918,1992,010111,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H0,918,1992,010119,     27.00,      4.00,     23.00,     13.50,0,0,0,2,2,2
H0,918,1992,010120,     29.00,     12.00,     17.00,     14.50,0,0,0,2,2,2
H0,918,1992,010210,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H0,918,1992,010290,      0.00,      0.00,      0.00,      0.00,5,1,0,0,1,6
H0,918,1992,010310,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H0,918,1992,010391,      0.00,      0.00,      0.00,      0.00,1,1,0,0,1,2
H0,918,1992,010392,      0.00,      0.00,      0.00,      0.00,2,1,0,0,1,3
H0,918,1992,010410,      0.00,      0.00,      0.00,      0.00,1,1,0,0,1,2
H0,918,1992,010420,      5.00,      5.00,      5.00,      5.00,1,0,0,1,1,2
H0,918,1992,010511,,,,,1,0,0,0,0,1
H0,918,1992,010519,,,,,2,0,0,0,0,2
H0,918,1992,010591,,,,,1,0,0,0,0,1
H0,918,1992,010599,,,,,4,0,0,0,0,4
H0,918,1992,010600,     16.00,      0.00,     10.00,      4.00,0,2,0,2,4,4
H0,918,1992,020110,,,,,2,0,0,0,0,2
H0,918,1992,020120,,,,,7,0,0,0,0,7
H0,918,1992,020130,,,,,1,0,0,0,0,1
H0,918,1992,020210,,,,,1,0,0,0,0,1
H0,918,1992,020220,,,,,4,0,0,0,0,4
H0,918,1992,020230,,,,,3,0,0,0,0,3
H0,918,1992,020311,      3.00,      3.00,      3.00,      3.00,1,0,0,1,1,2
H0,918,1992,020312,      3.00,      3.00,      3.00,      3.00,2,0,0,1,1,3
H0,918,1992,020319,      3.00,      3.00,      3.00,      3.00,5,0,0,1,1,6
H0,918,1992,020321,      7.00,      7.00,      7.00,      7.00,1,0,0,1,1,2
H0,918,1992,020322,      3.00,      3.00,      3.00,      3.00,2,0,0,1,1,3
H0,918,1992,020329,      3.00,      3.00,      3.00,      3.00,5,0,0,1,1,6
H0,918,1992,020410,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H0,918,1992,020421,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H0,918,1992,020422,     80.00,     20.00,     20.00,     20.00,0,0,0,4,4,4
H0,918,1992,020423,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H0,918,1992,020430,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H0,918,1992,020441,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H0,918,1992,020442,     80.00,     20.00,     20.00,     20.00,0,0,0,4,4,4
H0,918,1992,020443,,,,,1,0,0,0,0,1
H0,918,1992,020450,    240.00,     20.00,     20.00,     20.00,0,0,0,12,12,12
H0,918,1992,020500,     16.00,     16.00,     16.00,     16.00,0,0,0,1,1,1
H0,918,1992,020610,     31.00,      0.00,     20.00,      7.75,0,1,0,3,4,4
H0,918,1992,020621,      4.00,      4.00,      4.00,      4.00,0,0,0,1,1,1
H0,918,1992,020622,      7.00,      0.00,      7.00,      3.50,0,1,0,1,2,2
H0,918,1992,020629,     24.00,      0.00,     20.00,      8.00,0,1,0,2,3,3
H0,918,1992,020630,     14.00,      0.00,      7.00,      3.50,0,1,0,3,4,4
H0,918,1992,020641,     10.00,      0.00,      7.00,      3.33,0,1,0,2,3,3
H0,918,1992,020649,     10.00,      0.00,      7.00,      3.33,0,1,0,2,3,3
H0,918,1992,020680,     13.00,      0.00,     10.00,      4.33,0,1,0,2,3,3
H0,918,1992,020690,     13.00,      0.00,     10.00,      4.33,0,1,0,2,3,3
H0,918,1992,020710,,,,,11,0,0,0,0,11
H0,918,1992,020721,,,,,2,0,0,0,0,2
H0,918,1992,020722,,,,,2,0,0,0,0,2
H0,918,1992,020723,,,,,5,0,0,0,0,5
H0,918,1992,020731,,,,,1,0,0,0,0,1
H0,918,1992,020739,     10.00,     10.00,     10.00,     10.00,31,0,0,1,1,32
H0,918,1992,020741,,,,,8,0,0,0,0,8
H0,918,1992,020742,,,,,9,0,0,0,0,9
H0,918,1992,020743,,,,,14,0,0,0,0,14
H0,918,1992,020750,     13.00,      3.00,     10.00,      6.50,0,0,0,2,2,2
H0,918,1992,020810,     16.00,      3.00,     13.00,      8.00,0,0,0,2,2,2
H0,918,1992,020820,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H0,918,1992,020890,     41.00,      7.00,     14.00,     10.25,0,0,0,4,4,4
H0,918,1992,020900,,,,,4,0,0,0,0,4
H0,918,1992,021011,     24.00,     24.00,     24.00,     24.00,4,0,0,1,1,5
H0,918,1992,021012,     24.00,     24.00,     24.00,     24.00,2,0,0,1,1,3
H0,918,1992,021019,     24.00,     24.00,     24.00,     24.00,10,0,0,1,1,11
H0,918,1992,021020,     48.00,     24.00,     24.00,     24.00,0,0,0,2,2,2
H0,918,1992,021090,    163.00,      3.00,     24.00,     18.11,4,0,0,9,9,13
H0,918,1992,030110,     15.00,      0.00,     15.00,      7.50,0,1,0,1,2,2
H0,918,1992,030191,     12.00,     12.00,     12.00,     12.00,0,0,0,1,1,1
H0,918,1992,030192,      3.00,      3.00,      3.00,      3.00,0,0,0,1,1,1
H0,918,1992,030193,      8.00,      8.00,      8.00,      8.00,0,0,0,1,1,1
H0,918,1992,030199,     26.00,      2.00,     16.00,      8.67,0,0,0,3,3,3
H0,918,1992,030211,     12.00,     12.00,     12.00,     12.00,0,0,0,1,1,1
H0,918,1992,030212,      2.00,      2.00,      2.00,      2.00,0,0,0,1,1,1
H0,918,1992,030219,      8.00,      8.00,      8.00,      8.00,0,0,0,1,1,1
H0,918,1992,030221,     31.00,      8.00,     15.00,     10.33,0,0,0,3,3,3
H0,918,1992,030222,     15.00,     15.00,     15.00,     15.00,0,0,0,1,1,1
H0,918,1992,030223,     15.00,     15.00,     15.00,     15.00,0,0,0,1,1,1
H0,918,1992,030229,     30.00,     15.00,     15.00,     15.00,0,0,0,2,2,2
H0,918,1992,030231,     44.00,     22.00,     22.00,     22.00,0,0,0,2,2,2
H0,918,1992,030232,     44.00,     22.00,     22.00,     22.00,0,0,0,2,2,2
H0,918,1992,030233,     44.00,     22.00,     22.00,     22.00,0,0,0,2,2,2
H0,918,1992,030239,     44.00,     22.00,     22.00,     22.00,0,0,0,2,2,2
H0,918,1992,030240,     15.00,      0.00,     15.00,      7.50,0,1,0,1,2,2
H0,918,1992,030250,     27.00,     12.00,     15.00,     13.50,0,0,0,2,2,2
H0,918,1992,030261,     51.00,      0.00,     23.00,     12.75,0,1,0,3,4,4
H0,918,1992,030262,     15.00,     15.00,     15.00,     15.00,0,0,0,1,1,1
H0,918,1992,030263,     15.00,     15.00,     15.00,     15.00,0,0,0,1,1,1
H0,918,1992,030264,     20.00,      0.00,     20.00,     10.00,0,1,0,1,2,2
H0,918,1992,030265,     38.00,      8.00,     15.00,     12.67,0,0,0,3,3,3
H0,918,1992,030266,      3.00,      3.00,      3.00,      3.00,0,0,0,1,1,1
H0,918,1992,030269,    260.00,      8.00,     22.00,     14.44,0,0,0,18,18,18
H0,918,1992,030270,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H0,918,1992,030310,      2.00,      2.00,      2.00,      2.00,0,0,0,1,1,1
H0,918,1992,030321,     12.00,     12.00,     12.00,     12.00,0,0,0,1,1,1
H0,918,1992,030322,      2.00,      2.00,      2.00,      2.00,0,0,0,1,1,1
H0,918,1992,030329,      9.00,      9.00,      9.00,      9.00,0,0,0,1,1,1
H0,918,1992,030331,     31.00,      8.00,     15.00,     10.33,0,0,0,3,3,3
H0,918,1992,030332,     15.00,     15.00,     15.00,     15.00,0,0,0,1,1,1
H0,918,1992,030333,     15.00,     15.00,     15.00,     15.00,0,0,0,1,1,1
H0,918,1992,030339,     45.00,     15.00,     15.00,     15.00,0,0,0,3,3,3
H0,918,1992,030341,     88.00,     22.00,     22.00,     22.00,0,0,0,4,4,4
H0,918,1992,030342,    172.00,     22.00,     25.00,     24.57,0,0,0,7,7,7
H0,918,1992,030343,     88.00,     22.00,     22.00,     22.00,0,0,0,4,4,4
H0,918,1992,030349,     88.00,     22.00,     22.00,     22.00,0,0,0,4,4,4
