NomenCode,Reporter_ISO_N,Year,ProductCode,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,Nbr_NA_Lines,Nbr_Free_Lines,Nbr_AVE_Lines,Nbr_Dutiable_Lines,TotalNoOfValidLines,TotalNoOfLines
H3,918,2008,010110,     15.40,      0.00,      7.70,      5.13,0,1,0,2,3,3
H3,918,2008,010190,     30.10,      0.00,     11.50,      7.53,0,1,0,3,4,4
H3,918,2008,010210,      0.00,      0.00,      0.00,      0.00,0,3,0,0,3,3
H3,918,2008,010290,      0.00,      0.00,      0.00,      0.00,41,1,0,0,1,42
H3,918,2008,010310,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H3,918,2008,010391,      0.00,      0.00,      0.00,      0.00,1,1,0,0,1,2
H3,918,2008,010392,      0.00,      0.00,      0.00,      0.00,2,1,0,0,1,3
H3,918,2008,010410,      0.00,      0.00,      0.00,      0.00,2,1,0,0,1,3
H3,918,2008,010420,      3.20,      3.20,      3.20,      3.20,1,0,0,1,1,2
H3,918,2008,010511,,,,,4,0,0,0,0,4
H3,918,2008,010512,,,,,1,0,0,0,0,1
H3,918,2008,010519,,,,,2,0,0,0,0,2
H3,918,2008,010594,,,,,1,0,0,0,0,1
H3,918,2008,010599,,,,,4,0,0,0,0,4
H3,918,2008,010611,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H3,918,2008,010612,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H3,918,2008,010619,      3.80,      0.00,      3.80,      1.90,0,1,0,1,2,2
H3,918,2008,010620,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H3,918,2008,010631,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H3,918,2008,010632,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H3,918,2008,010639,      6.40,      0.00,      6.40,      3.20,0,1,0,1,2,2
H3,918,2008,010690,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H3,918,2008,020110,,,,,3,0,0,0,0,3
H3,918,2008,020120,,,,,11,0,0,0,0,11
H3,918,2008,020130,,,,,2,0,0,0,0,2
H3,918,2008,020210,,,,,2,0,0,0,0,2
H3,918,2008,020220,,,,,11,0,0,0,0,11
H3,918,2008,020230,,,,,16,0,0,0,0,16
H3,918,2008,020311,      0.00,      0.00,      0.00,      0.00,1,1,0,0,1,2
H3,918,2008,020312,      0.00,      0.00,      0.00,      0.00,2,1,0,0,1,3
H3,918,2008,020319,      0.00,      0.00,      0.00,      0.00,8,1,0,0,1,9
H3,918,2008,020321,      0.00,      0.00,      0.00,      0.00,1,1,0,0,1,2
H3,918,2008,020322,      0.00,      0.00,      0.00,      0.00,2,1,0,0,1,3
H3,918,2008,020329,      0.00,      0.00,      0.00,      0.00,9,1,0,0,1,10
H3,918,2008,020410,,,,,2,0,0,0,0,2
H3,918,2008,020421,,,,,2,0,0,0,0,2
H3,918,2008,020422,,,,,8,0,0,0,0,8
H3,918,2008,020423,,,,,4,0,0,0,0,4
H3,918,2008,020430,,,,,2,0,0,0,0,2
H3,918,2008,020441,,,,,2,0,0,0,0,2
H3,918,2008,020442,,,,,8,0,0,0,0,8
H3,918,2008,020443,,,,,4,0,0,0,0,4
H3,918,2008,020450,,,,,14,0,0,0,0,14
H3,918,2008,020500,     10.20,      5.10,      5.10,      5.10,0,0,0,2,2,2
H3,918,2008,020610,      0.00,      0.00,      0.00,      0.00,2,2,0,0,2,4
H3,918,2008,020621,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H3,918,2008,020622,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H3,918,2008,020629,      0.00,      0.00,      0.00,      0.00,10,2,0,0,2,12
H3,918,2008,020630,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2
H3,918,2008,020641,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2
H3,918,2008,020649,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H3,918,2008,020680,      6.40,      0.00,      6.40,      2.13,0,2,0,1,3,3
H3,918,2008,020690,      6.40,      0.00,      6.40,      2.13,0,2,0,1,3,3
H3,918,2008,020711,,,,,3,0,0,0,0,3
H3,918,2008,020712,,,,,2,0,0,0,0,2
H3,918,2008,020713,      6.40,      6.40,      6.40,      6.40,8,0,0,1,1,9
H3,918,2008,020714,      6.40,      6.40,      6.40,      6.40,8,0,0,1,1,9
H3,918,2008,020724,,,,,2,0,0,0,0,2
H3,918,2008,020725,,,,,2,0,0,0,0,2
H3,918,2008,020726,      6.40,      6.40,      6.40,      6.40,9,0,0,1,1,10
H3,918,2008,020727,      6.40,      6.40,      6.40,      6.40,9,0,0,1,1,10
H3,918,2008,020732,,,,,6,0,0,0,0,6
H3,918,2008,020733,,,,,5,0,0,0,0,5
H3,918,2008,020734,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2
H3,918,2008,020735,     12.80,      6.40,      6.40,      6.40,25,0,0,2,2,27
H3,918,2008,020736,      6.40,      0.00,      6.40,      2.13,25,2,0,1,3,28
H3,918,2008,020810,      6.40,      0.00,      6.40,      3.20,0,1,0,1,2,2
H3,918,2008,020830,      9.00,      9.00,      9.00,      9.00,0,0,0,1,1,1
H3,918,2008,020840,     15.40,      6.40,      9.00,      7.70,0,0,0,2,2,2
H3,918,2008,020850,      9.00,      9.00,      9.00,      9.00,0,0,0,1,1,1
H3,918,2008,020890,     46.20,      0.00,      9.00,      6.60,0,1,0,6,7,7
H3,918,2008,020900,,,,,4,0,0,0,0,4
H3,918,2008,021011,     15.40,     15.40,     15.40,     15.40,4,0,0,1,1,5
H3,918,2008,021012,     15.40,     15.40,     15.40,     15.40,2,0,0,1,1,3
H3,918,2008,021019,     15.40,     15.40,     15.40,     15.40,12,0,0,1,1,13
H3,918,2008,021020,,,,,3,0,0,0,0,3
